Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
A2A5X4	reviewed	KR291_MOUSE	Keratin-associated protein 29-1 (Keratin-associated protein 29.2)	Krtap29-1 Gm14195 Kap29.2	Mus musculus (Mouse)	342	Krtap29-1	10090
A3QUP1	reviewed	SSU1_TRIRU	Sulfite efflux pump SSU1	SSU1	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	375	SSU1	5551
A4FUZ0	reviewed	KRT83_BOVIN	Keratin, type II cuticular Hb3 (Keratin-83) (K83) (Type II hair keratin Hb3) (Type-II keratin Kb23)	KRT83	Bos taurus (Bovine)	493	KRT83	9913
A5A6P3	reviewed	KT33A_PANTR	Keratin, type I cuticular Ha3-I (Hair keratin, type I Ha3-I) (Keratin-33A) (K33A)	KRT33A KRTHA3A	Pan troglodytes (Chimpanzee)	404	KRT33A	9598
A5A6P5	reviewed	KRA92_PANTR	Keratin-associated protein 9-2 (Keratin-associated protein 9.2)	KRTAP9-2	Pan troglodytes (Chimpanzee)	170	KRTAP9-2	9598
A6H712	reviewed	K1C26_BOVIN	Keratin, type I cytoskeletal 26 (Cytokeratin-26) (CK-26) (Keratin-26) (K26) (Type I inner root sheath-specific keratin-K25irs2)	KRT26	Bos taurus (Bovine)	469	KRT26	9913
A6QP35	reviewed	KR108_BOVIN	Keratin-associated protein 10-8	KRTAP10-8	Bos taurus (Bovine)	218	KRTAP10-8	9913
A6QQ59	reviewed	KTAP2_BOVIN	Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	KRTCAP2	Bos taurus (Bovine)	136	KRTCAP2	9913
A8IRJ7	reviewed	CFA53_CHLRE	Cilia- and flagella-associated protein 53	CFAP53 FAP53 CHLREDRAFT_196792	Chlamydomonas reinhardtii (Chlamydomonas smithii)	482	CFAP53	3055
A8MUX0	reviewed	KR161_HUMAN	Keratin-associated protein 16-1	KRTAP16-1 KAP16.1	Homo sapiens (Human)	517	KRTAP16-1	9606
A8MX34	reviewed	KR291_HUMAN	Keratin-associated protein 29-1 (Keratin-associated protein 29.2)	KRTAP29-1 KAP29.2	Homo sapiens (Human)	341	KRTAP29-1	9606
A9JRM0	reviewed	FA83H_XENTR	Protein FAM83H	fam83h	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1277	fam83h	8364
B0LKP1	reviewed	KRT35_SHEEP	Keratin, type I cuticular Ha5 (Keratin-35) (K35)	KRT35	Ovis aries (Sheep)	455	KRT35	9940
C5G0E3	reviewed	SSU1_ARTOC	Sulfite efflux pump SSU1	SSU1 MCYG_08415	Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) (Microsporum canis)	375	SSU1	554155
D1MF76	reviewed	CDO_ARTBE	Cysteine dioxygenase (CDO) (EC 1.13.11.20)	CDO1	Arthroderma benhamiae (Trichophyton mentagrophytes)	219	CDO1	63400
D4AQ83	reviewed	PGA52_ARTBC	Probable circularly permuted 1,3-beta-glucanase (EC 3.2.1.39) (Allergen Asp f 4 homolog) (PGA52-like secreted protein ARB_06390)	ARB_06390	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	440		663331
O08632	reviewed	KR195_MOUSE	Keratin-associated protein 19-5 (Glycine tyrosine-rich hair protein) (High-glycine tyrosine keratin type 1 alpha) (HGTp type 1 alpha) (Keratin-associated protein 8-2)	Krtap19-5 Krtap8-2	Mus musculus (Mouse)	62	Krtap19-5	10090
O08884	reviewed	KRA62_MOUSE	Keratin-associated protein 6-2 (High-glycine tyrosine keratin type II.4) (HGTp type II.4) (HgtpII.4)	Krtap6-2	Mus musculus (Mouse)	159	Krtap6-2	10090
O13152	reviewed	KRFJ_CHICK	Beta-keratin-related protein	BKJ	Gallus gallus (Chicken)	109	BKJ	9031
O77727	reviewed	K1C15_SHEEP	Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)	KRT15	Ovis aries (Sheep)	453	KRT15	9940
O93499	reviewed	KRF2_COLLI	Feather keratin Cos1-2 (F-ker)		Columba livia (Rock dove)	101		8932
O93500	reviewed	KRF3_COLLI	Feather keratin Cos2-2 (F-ker)		Columba livia (Rock dove)	101		8932
O93532	reviewed	K2CO_CHICK	Keratin, type II cytoskeletal cochleal (Cytokeratin otokeratin)		Gallus gallus (Chicken)	492		9031
P02439	reviewed	KRB2B_SHEEP	Keratin, high-sulfur matrix protein, B2B		Ovis aries (Sheep)	156		9940
P02440	reviewed	KRB2C_SHEEP	Keratin, high-sulfur matrix protein, B2C		Ovis aries (Sheep)	152		9940
P02441	reviewed	KRA3_SHEEP	Keratin, high-sulfur matrix protein, IIIA3		Ovis aries (Sheep)	131		9940
P02442	reviewed	KRA3_CAPHI	Keratin, high-sulfur matrix protein, IIIA3 (M2.6 protein)		Capra hircus (Goat)	132		9925
P02443	reviewed	KRA3A_SHEEP	Keratin, high-sulfur matrix protein, IIIA3A		Ovis aries (Sheep)	130		9940
P02449	reviewed	KRFT_DRONO	Feather keratin (F-ker)		Dromaius novaehollandiae (Emu)	102		8790
P02450	reviewed	KRFC_CHICK	Feather keratin 1 (F-ker) (Keratin gene C protein)		Gallus gallus (Chicken)	98		9031
P02539	reviewed	K2M1_SHEEP	Keratin, type II microfibrillar (Low-sulfur keratin)		Ovis aries (Sheep)	109		9940
P04016	reviewed	VE4_HPV11	Protein E4	E4	Human papillomavirus 11	90	E4	10580
P04262	reviewed	K2CB_BOVIN	Keratin, type II cytoskeletal 68 kDa, component IB		Bos taurus (Bovine)	166		9913
P04458	reviewed	KRFB_CHICK	Feather keratin 2 (F-ker) (Keratin gene B protein)		Gallus gallus (Chicken)	98		9031
P04459	reviewed	KRSC_CHICK	Scale keratin (S-ker) (sKer)		Gallus gallus (Chicken)	155		9031
P05781	reviewed	K1C4_XENLA	Keratin, type I cytoskeletal 47 kDa	xk81b2	Xenopus laevis (African clawed frog)	419	xk81b2	8355
P05782	reviewed	K1C3_XENLA	Keratin, type I cytoskeletal 47 kDa	xk81b1	Xenopus laevis (African clawed frog)	280	xk81b1	8355
P06424	reviewed	VE4_HPV33	Protein E4 (E1^E4)	E4	Human papillomavirus 33	80	E4	10586
P06425	reviewed	VE4_HPV08	Protein E4	E4	Human papillomavirus type 8	222	E4	10579
P06791	reviewed	VE4_HPV18	Protein E4	E4	Human papillomavirus type 18	88	E4	333761
P06923	reviewed	VE4_HPV1	Protein E4	E4	Human papillomavirus type 1 (Human papillomavirus type 1a)	83	E4	10583
P06924	reviewed	VE4_HPV05	Protein E4	E4	Human papillomavirus 5	240	E4	333923
P06926	reviewed	VE4_BPV1	Protein E4	E4	Bovine papillomavirus type 1	114	E4	337052
P07521	reviewed	KRFT_COLLI	Feather keratin B-4 (F-ker)		Columba livia (Rock dove)	95		8932
P08131	reviewed	KRB2D_SHEEP	Keratin, high-sulfur matrix protein, B2D		Ovis aries (Sheep)	182		9940
P08335	reviewed	KRFT_ANAPL	Feather keratin B-4 (F-ker)		Anas platyrhynchos (Mallard) (Anas boschas)	95		8839
P08778	reviewed	K1C5_XENLA	Keratin, type I cytoskeletal 47 kDa	xk70a	Xenopus laevis (African clawed frog)	433	xk70a	8355
P09815	reviewed	ICEN_PSEFL	Ice nucleation protein	inaW	Pseudomonas fluorescens	1210	inaW	294
P11301	reviewed	VE4_BPV2	Probable protein E4	E4	Bos taurus papillomavirus 2 (Bovine papillomavirus 2)	106	E4	2758382
P16239	reviewed	ICEN_ENTAG	Ice nucleation protein	iceE	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	1258	iceE	549
P17384	reviewed	VE4_HPV31	Protein E4	E4	Human papillomavirus 31	99	E4	10585
P18127	reviewed	ICEN_XANCT	Ice nucleation protein	inaX	Xanthomonas campestris pv. translucens	1567	inaX	343
P18520	reviewed	ION3_CARAU	Intermediate filament protein ON3		Carassius auratus (Goldfish)	520		7957
P19577	reviewed	PRTE_DICNO	Extracellular serine protease (EC 3.4.21.-)	prvA	Dichelobacter nodosus (Bacteroides nodosus)	448	prvA	870
P20307	reviewed	KRFD_CHICK	Feather keratin 3 (F-ker) (Keratin gene D protein)		Gallus gallus (Chicken)	98		9031
P20308	reviewed	KRFA_CHICK	Feather keratin 4 (F-ker) (Keratin gene A protein)		Gallus gallus (Chicken)	98		9031
P20469	reviewed	ICEA_PANAN	Ice nucleation protein InaA	inaA	Pantoea ananas (Erwinia uredovora)	1322	inaA	553
P22157	reviewed	VE4_HPV57	Protein E4	E4	Human papillomavirus 57	105	E4	333753
P22421	reviewed	VE4_HPV47	Protein E4	E4	Human papillomavirus 47	230	E4	10594
P23729	reviewed	IF3T_TETCF	Type III intermediate filament		Tetronarce californica (Pacific electric ray) (Torpedo californica)	458		7787
P24831	reviewed	VE4_HPV39	Protein E4	E4	Human papillomavirus 39	91	E4	10588
P25483	reviewed	VE4_HPV2A	Protein E4	E4	Human papillomavirus type 2a	113	E4	10584
P25692	reviewed	KRCL_CHICK	Claw keratin (C-ker) (cKer)	CKER1	Gallus gallus (Chicken)	128	CKER1	9031
P26372	reviewed	KRUC_SHEEP	Keratin, ultra high-sulfur matrix protein (UHS keratin)		Ovis aries (Sheep)	182		9940
P26548	reviewed	VE4_HPV51	Protein E4	E4	Human papillomavirus 51	88	E4	10595
P26549	reviewed	VE4_HPV58	Protein E4	E4	Human papillomavirus 58	88	E4	10598
P26550	reviewed	VE4_HPV5B	Protein E4	E4	Human papillomavirus type 5b	240	E4	10599
P27224	reviewed	VE4_HPV35	Protein E4	E4	Human papillomavirus 35	93	E4	10587
P27225	reviewed	VE4_HPV42	Protein E4	E4	Human papillomavirus 42	117	E4	10590
P27553	reviewed	VE4_HPV41	Protein E4	E4	Human papillomavirus type 41	103	E4	10589
P31393	reviewed	PLST_CARAU	Plasticin		Carassius auratus (Goldfish)	453		7957
P35617	reviewed	XNIF_XENLA	Low molecular weight neuronal intermediate filament (XNIF)		Xenopus laevis (African clawed frog)	470		8355
P48677	reviewed	GFAP_CARAU	Glial fibrillary acidic protein (GFAP)	gfap	Carassius auratus (Goldfish)	365	gfap	7957
P51896	reviewed	VE4_HPV28	Protein E4	E4	Human papillomavirus 28	97	E4	37111
P51897	reviewed	VE4_HPV29	Protein E4	E4	Human papillomavirus 29	110	E4	37112
P86246	reviewed	K1C19_MESAU	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)	KRT19	Mesocricetus auratus (Golden hamster)	110	KRT19	10036
Q02265	reviewed	VE4_HPV13	Protein E4	E4	Human papillomavirus 13	100	E4	10573
Q05B44	reviewed	KR122_BOVIN	Keratin-associated protein 12-2	KRTAP12-2	Bos taurus (Bovine)	124	KRTAP12-2	9913
Q07852	reviewed	VE4_HPV04	Protein E4	E4	Human papillomavirus 4	127	E4	10617
Q07853	reviewed	VE4_HPV63	Protein E4	E4	Human papillomavirus type 63	117	E4	28311
Q07873	reviewed	VE4_HPV65	Protein E4	E4	Human papillomavirus 65	127	E4	28312
Q1HQF8	reviewed	KTAP2_AEDAE	Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	AAEL007634	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	132		7159
Q1LVV0	reviewed	FA83H_DANRE	Protein FAM83H	fam83h si:ch211-199g17.1	Danio rerio (Zebrafish) (Brachydanio rerio)	1192	fam83h	7955
Q1RM03	reviewed	TCHP_DANRE	Trichoplein keratin filament-binding protein (Protein TCHP)	tchp zgc:136634	Danio rerio (Zebrafish) (Brachydanio rerio)	499	tchp	7955
Q24JX8	reviewed	KRA31_BOVIN	Keratin-associated protein 3-1	KRTAP3-1	Bos taurus (Bovine)	98	KRTAP3-1	9913
Q24JX9	reviewed	KRA33_BOVIN	Keratin-associated protein 3-3	KRTAP3-3	Bos taurus (Bovine)	98	KRTAP3-3	9913
Q29218	reviewed	K1C20_PIG	Keratin, type I cytoskeletal 20 (Cytokeratin-20) (CK-20) (Keratin-20) (K20)	KRT20	Sus scrofa (Pig)	107	KRT20	9823
Q295N5	reviewed	KTAP2_DROPS	Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	GA16263	Drosophila pseudoobscura pseudoobscura (Fruit fly)	140		46245
Q2KI75	reviewed	KT222_BOVIN	Keratin-like protein KRT222 (Keratin-222)	KRT222	Bos taurus (Bovine)	295	KRT222	9913
Q2TA51	reviewed	KRA55_MOUSE	Keratin-associated protein 5-5	Krtap5-5	Mus musculus (Mouse)	241	Krtap5-5	10090
Q3LHN0	reviewed	KR251_HUMAN	Keratin-associated protein 25-1	KRTAP25-1 KAP25.1	Homo sapiens (Human)	102	KRTAP25-1	9606
Q3LHN1	reviewed	KR213_HUMAN	Keratin-associated protein 21-3	KRTAP21-3 KAP21.3	Homo sapiens (Human)	58	KRTAP21-3	9606
Q3LI54	reviewed	KR198_HUMAN	Keratin-associated protein 19-8	KRTAP19-8 KAP19.8	Homo sapiens (Human)	63	KRTAP19-8	9606
Q3LI58	reviewed	KR211_HUMAN	Keratin-associated protein 21-1	KRTAP21-1 KAP21.1	Homo sapiens (Human)	79	KRTAP21-1	9606
Q3LI60	reviewed	KR203_HUMAN	Keratin-associated protein 20-3	KRTAP20-3 KAP20.3	Homo sapiens (Human)	44	KRTAP20-3	9606
Q3LI62	reviewed	KR204_HUMAN	Putative keratin-associated protein 20-4	KRTAP20-4 KAP20.4	Homo sapiens (Human)	44	KRTAP20-4	9606
Q3LI63	reviewed	KR201_HUMAN	Keratin-associated protein 20-1	KRTAP20-1 KAP20.1	Homo sapiens (Human)	56	KRTAP20-1	9606
Q3LI68	reviewed	KR222_HUMAN	Keratin-associated protein 22-2	KRTAP22-2 KAP22.2	Homo sapiens (Human)	45	KRTAP22-2	9606
Q3MIV0	reviewed	KR221_HUMAN	Keratin-associated protein 22-1	KRTAP22-1 KAP22.1	Homo sapiens (Human)	48	KRTAP22-1	9606
Q3V2C1	reviewed	KRA93_MOUSE	Keratin-associated protein 9-3 (Keratin-associated protein 9.3) (Ultrahigh sulfur keratin-associated protein 9.3)	Krtap9-3	Mus musculus (Mouse)	136	Krtap9-3	10090
Q47879	reviewed	ICEN_PANAN	Ice nucleation protein InaU	inaU	Pantoea ananas (Erwinia uredovora)	1034	inaU	553
Q54L98	reviewed	KTAP2_DICDI	Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	DDB_G0286759	Dictyostelium discoideum (Social amoeba)	127		44689
Q5K2P2	reviewed	K1C15_PROAT	Keratin, type I cytoskeletal 15 (Cytokeratin-15) (CK-15) (Keratin-15) (K15)	KRT15	Protopterus aethiopicus (Marbled lungfish)	441	KRT15	7886
Q5K2P4	reviewed	K1C13_PROAT	Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)	KRT13	Protopterus aethiopicus (Marbled lungfish)	465	KRT13	7886
Q5Q995	reviewed	KTAP2_IXOSC	Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)		Ixodes scapularis (Black-legged tick) (Deer tick)	135		6945
Q62220	reviewed	KRA54_MOUSE	Keratin-associated protein 5-4 (Ultra high sulfur serine protein 2) (UHS-Ser-2)	Krtap5-4	Mus musculus (Mouse)	223	Krtap5-4	10090
Q6R645	reviewed	KR151_CAPHI	Keratin-associated protein 15-1 (Keratin-associated protein 15.1)	KRTAP15-1	Capra hircus (Goat)	136	KRTAP15-1	9925
Q81022	reviewed	VE4_HPV54	Protein E4	E4	Human papillomavirus type 54	91	E4	1671798
Q84295	reviewed	VE4_HPV6A	Protein E4	E4	Human papillomavirus type 6a	91	E4	37122
Q8AWA7	reviewed	K1C11_LAMFL	Keratin, type 1 cytoskeletal 11 (Type I keratin 11)		Lampetra fluviatilis (European river lamprey) (Petromyzon fluviatilis)	482		7748
Q8CCX5	reviewed	KT222_MOUSE	Keratin-like protein KRT222 (Keratin-222)	Krt222	Mus musculus (Mouse)	294	Krt222	10090
Q8INQ7	reviewed	KTAP2_DROME	Protein KRTCAP2 homolog (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	CG31460	Drosophila melanogaster (Fruit fly)	141		7227
Q8K0Y2	reviewed	KT33A_MOUSE	Keratin, type I cuticular Ha3-I (Hair keratin, type I Ha3-I) (Keratin-33A) (K33A)	Krt33a	Mus musculus (Mouse)	404	Krt33a	10090
Q92012	reviewed	KRFJ_COTJA	Beta-keratin-related protein	BKJ	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	109	BKJ	93934
Q925H2	reviewed	KR191_MOUSE	Keratin-associated protein 19-1 (Keratin-associated protein 16-9) (Keratin-associated protein 16.9)	Krtap19-1 Krtap16-9 Krtap16.9	Mus musculus (Mouse)	87	Krtap19-1	10090
Q925H3	reviewed	KRA65_MOUSE	Keratin-associated protein 6-5 (Keratin-associated protein 16-8) (Keratin-associated protein 16.8)	Krtap6-5 Krtap16-8 Krtap16.8	Mus musculus (Mouse)	78	Krtap6-5	10090
Q925H6	reviewed	KR193_MOUSE	Keratin-associated protein 19-3 (Keratin-associated protein 16-5) (Keratin-associated protein 16.5)	Krtap19-3 Krtap16-5 Krtap16.5	Mus musculus (Mouse)	87	Krtap19-3	10090
Q925H7	reviewed	KR194_MOUSE	Keratin-associated protein 19-4 (Keratin-associated protein 16-4) (Keratin-associated protein 16.4)	Krtap19-4 Krtap16-4 Krtap16.4	Mus musculus (Mouse)	84	Krtap19-4	10090
Q925I0	reviewed	KR192_MOUSE	Keratin-associated protein 19-2 (Keratin-associated protein 16-1) (Keratin-associated protein 16.1)	Krtap19-2 Krtap16-1 Krtap16.1	Mus musculus (Mouse)	141	Krtap19-2	10090
Q98U05	reviewed	KRFB_MYCAM	Feather beta keratin (F-ker)		Mycteria americana (Wood stork)	98		33587
Q98U06	reviewed	KRFB_CATAU	Feather beta keratin (F-ker)		Cathartes aura (Turkey vulture) (Vultur aura)	98		43455
Q99NG9	reviewed	K199B_MOUSE	Keratin-associated protein 19-9b (High-glycine/tyrosine protein type I E5) (Keratin-associated protein 16-10-like) (Keratin-associated protein 16-10b)	Krtap19-9b Krtap16-10b Krtap16.10L	Mus musculus (Mouse)	58	Krtap19-9b	10090
Q9D226	reviewed	KRA53_MOUSE	Keratin-associated protein 5-3	Krtap5-3	Mus musculus (Mouse)	196	Krtap5-3	10090
Q9D5Z7	reviewed	KRA52_MOUSE	Keratin-associated protein 5-2	Krtap5-2	Mus musculus (Mouse)	189	Krtap5-2	10090
Q9D7N2	reviewed	KR261_MOUSE	Keratin-associated protein 26-1	Krtap26-1	Mus musculus (Mouse)	215	Krtap26-1	10090
Q9D7P0	reviewed	KRA33_MOUSE	Keratin-associated protein 3-3	Krtap3-3	Mus musculus (Mouse)	99	Krtap3-3	10090
Q9PRI5	reviewed	KRF1_COLLI	Feather keratin Cos1-1/Cos1-3/Cos2-1 (F-ker)		Columba livia (Rock dove)	101		8932
Q9PSV3	reviewed	KRF4_COLLI	Feather keratin Cos2-3 (F-ker)		Columba livia (Rock dove)	101		8932
Q9QZU5	reviewed	KR151_MOUSE	Keratin-associated protein 15-1 (Keratin-associated protein 15) (Pubertal mammary gland-specific protein 2)	Krtap15-1 Krtap15 Pmg2	Mus musculus (Mouse)	150	Krtap15-1	10090
Q9Z287	reviewed	KR121_MOUSE	Keratin-associated protein 12-1	Krtap12-1	Mus musculus (Mouse)	130	Krtap12-1	10090
A2JGV3	reviewed	TARP_HUMAN	T-cell receptor gamma alternate reading frame protein (TARP)	TRGC1	Homo sapiens (Human)	58	TRGC1	9606
P08105	reviewed	Z_SHEEP	Putative uncharacterized protein Z		Ovis aries (Sheep)	79		9940
P86498	reviewed	KRT_CEREL	Keratin		Cervus elaphus (Red deer)	23		9860
